gene_id	transcript_id	Sample_TB.2463.31A	Sample_TB.2463.31B	Sample_TB.2463.32A	Sample_TB.2463.32B	Sample_TB.2463.33A	Sample_TB.2463.33B	Sample_TB.2463.34A	Sample_TB.2463.34B	Sample_TB.2463.35A	Sample_TB.2463.35B	Sample_TB.2463.36A	Sample_TB.2463.36B	Sample_TB.2463.37B	Sample_TB.2463.38B	Sample_TB.2463.39B	Sample_TB.2463.40B	Sample_TB.2463.41B	Sample_TB.2463.42B	Sample_TB.2463.43B	Sample_TB.2463.44B	Sample_TB.2463.45B	Sample_TB.2463.46B	Sample_TB.2463.47B	Sample_TB.2463.48B
MSTRG.107	MSTRG.107.2	3.51651364099776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.108	11566_t	2.22204045819423	14.1043162461366	0	3.31592119050835	3.55008095162891	3.51651364099776	4.95885250415294	2.0476968568152	6.48515613151149	3.71811996976663	5.38410797673981	7.95670513061456	3.55969311720093	0	4.949401882841	1.84732879112963	7.02025290207593	2.5839044437479	2.72883821387157	1.01764622833546	4.09627824622574	6.01409607343818	4.49704334010645	0.882707165838767
MSTRG.109	11031_t	3.05293868500639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.109	MSTRG.109.2	3.05293868500639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.11	10391_t	4.68868485466369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.110	4472_t	1.23735047071025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.110	MSTRG.110.2	1.23735047071025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.111	15805_t	10.2248299168582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.111	MSTRG.111.2	10.2248299168582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.112	2157_t	10.6502428548867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.112	MSTRG.112.2	10.6502428548867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.113	3751_t	2.6481214975163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.113	MSTRG.113.2	2.6481214975163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.114	MSTRG.114.1	0	1.01764622833546	2.45776694773544	8.5915658191974	4.49704334010645	3.53082866335507	6.66612137458269	5.12884227132242	3.08719450949415	3.31592119050835	9.46688253767708	16.4103969913229	1.98354100166118	0.292528122402171	3.24257806575574	1.85905998488331	4.30728638139185	7.95670513061456	2.6697698379007	5.37627475315173	4.949401882841	1.84732879112963	7.02025290207593	6.45976110936976
MSTRG.115	MSTRG.115.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.116	MSTRG.116.2	1.08085935525191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.116	13208_t	1.08085935525191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.117	13209_t	3.31592119050835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.118	13241_t	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.118	MSTRG.118.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.119	7721_t	2.5839044437479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.12	5087_t	1.11102022909711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.120	9588_t	3.55969311720093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.121	9589_t	0.292528122402171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.122	5076_t	2.0581296729961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.123	MSTRG.123.1	7.73240923727766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.124	MSTRG.124.2	4.21215174124556	0	0	1.01764622833546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.923664395564816
MSTRG.124	9653_t	4.21215174124556	0	0	1.01764622833546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.923664395564816
MSTRG.125	4756_t	9.28282265238366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.126	3036_t	1.98354100166118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.126	MSTRG.126.2	1.98354100166118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.127	3016_t	1.2822105678306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.127	MSTRG.127.2	1.2822105678306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.128	14449_t	1.63851129849029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.129	14453_t	2.77099318669445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.13	13333_t	12.2117547400256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.13	MSTRG.13.2	12.2117547400256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.130	MSTRG.130.1	2.15364319069592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.130	15524_t	2.15364319069592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.131	15884_t	1.17217121366592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.132	14233_t	6.66612137458269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.133	10855_t	2.03529245667093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.134	5677_t	2.4747009414205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.134	MSTRG.134.2	2.4747009414205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.135	13120_t	0.929529992441657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.136	13124_t	2.36672063441927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.137	6214_t	5.2962429950326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.137	MSTRG.137.2	5.2962429950326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.138	10816_t	0.90961273795719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.139	3188_t	0.896045792191955	0	0.923664395564816	1.40405058041519	2.5839044437479	0.90961273795719	1.01764622833546	0	0	0	0	0	1.2822105678306	0	1.10530706350278	1.18336031720964	0	0.991770500830589	0	0	0	0	0	0
MSTRG.14	12329_t	3.71205141213075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.140	9904_t	8.64687484201532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.141	MSTRG.141.1	5.52653531751391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.142	10906_t	2.24852167005322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.143	1676_t	1.29195222187395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.144	13079_t	1.77984655860046	0	0	0	0	0	0	2.03529245667093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.145	13081_t	0.877584367206514	1.08085935525191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.146	9772_t	2.0581296729961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.147	6095_t	2.57746974575922	31.4793033807451	3.53082866335507	23.3314248110394	15.3865268139673	9.26158352848244	32.0539048415807	7.10016190325781	8.20519849566145	10.9094755091365	2.34022497921737	6.48515613151149	11.1543599092999	0	7.95670513061456	9.78915607230256	10.7525495063035	16.0855561192332	24.93893868025	36.5053150907948	9.04366555311766	9.0961273795719	14.2470471966965	9.01181214169662
MSTRG.148	MSTRG.148.1	7.02025290207593	260.974348818538	70.0401808227036	506.787821711061	118.792069140546	150.352401835955	540.7694616478	134.171489207493	167.764054593664	157.711899843164	431.178166492683	546.021689370375	184.604209484703	64.4694167516257	99.1770500830589	55.8728713788147	142.673434893253	246.325447997039	290.74183074395	834.12792119276	260.747520834968	128.13454828345	502.364291108361	199.511509442
MSTRG.148	15639_t	7.02025290207593	260.974348818538	70.0401808227036	506.787821711061	118.792069140546	150.352401835955	540.7694616478	134.171489207493	167.764054593664	157.711899843164	431.178166492683	546.021689370375	184.604209484703	64.4694167516257	99.1770500830589	55.8728713788147	142.673434893253	246.325447997039	290.74183074395	834.12792119276	260.747520834968	128.13454828345	502.364291108361	199.511509442
MSTRG.149	MSTRG.149.1	34.4790555659964	1503.97034201739	651.425290923551	6702.72749983742	1073.29802764632	1686.26474707864	5317.67534523318	691.305680847464	1277.14601656101	815.978626648166	2219.20145109869	3213.13746650606	1150.16743708791	328.861987812746	871.903186124811	1482.88242939369	1219.15369104357	2416.42176774208	1646.90055520062	4845.79066705826	528.305789058321	911.164436477364	2338.69746098321	1337.41242142217
MSTRG.15	10022_t	1.85905998488331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.150	12025_t	34.7119675290706	205.354741926324	205.363277497864	2002.20760371933	822.691698845843	854.019684019297	1978.29944988442	625.439962949984	611.251132530863	660.420042828843	2521.67484242567	2418.53455934804	717.684450248223	192.335137155402	368.665042160316	684.747795790033	743.13641195259	1174.00053056556	1175.45940238475	2901.64251500066	1107.2737640719	1031.2514902481	1743.08974724979	1035.02718166701
MSTRG.150	MSTRG.150.1	34.7119675290706	205.354741926324	205.363277497864	2002.20760371933	822.691698845843	854.019684019297	1978.29944988442	625.439962949984	611.251132530863	660.420042828843	2521.67484242567	2418.53455934804	717.684450248223	192.335137155402	368.665042160316	684.747795790033	743.13641195259	1174.00053056556	1175.45940238475	2901.64251500066	1107.2737640719	1031.2514902481	1743.08974724979	1035.02718166701
MSTRG.151	MSTRG.151.1	6.41105283915302	418.829388454706	80.6874156357031	530.145422109917	179.342195690886	224.140133187713	165.570917279629	146.99687231426	197.060358397631	127.06494825106	387.226316356575	274.986293303772	198.922165866614	79.190430125456	113.610720654472	539.155422879431	217.047973274824	327.460585664588	243.217448572176	307.22086846693	188.155291440423	310.295990467345	280.700878736728	229.981187423103
MSTRG.151	13538_t	6.41105283915302	418.829388454706	80.6874156357031	530.145422109917	179.342195690886	224.140133187713	165.570917279629	146.99687231426	197.060358397631	127.06494825106	387.226316356575	274.986293303772	198.922165866614	79.190430125456	113.610720654472	539.155422879431	217.047973274824	327.460585664588	243.217448572176	307.22086846693	188.155291440423	310.295990467345	280.700878736728	229.981187423103
MSTRG.152	MSTRG.152.2	0	90.2114411015727	37.1006075558782	92.6842524130705	32.2195866438163	46.1595804419018	149.214401292217	25.422062460564	48.5177730055951	46.8868485466368	62.4815415523271	23.1097216697715	41.0726554995728	1.85905998488331	26.9205398836991	124.655047046295	20.4682354239053	54.6587933237092	70.5289768304842	57.2671925250186	58.9701243774378	52.970041096832	47.2998623737739	38.6705566767476
MSTRG.152	13539_t	0	90.2114411015727	37.1006075558782	92.6842524130705	32.2195866438163	46.1595804419018	149.214401292217	25.422062460564	48.5177730055951	46.8868485466368	62.4815415523271	23.1097216697715	41.0726554995728	1.85905998488331	26.9205398836991	124.655047046295	20.4682354239053	54.6587933237092	70.5289768304842	57.2671925250186	58.9701243774378	52.970041096832	47.2998623737739	38.6705566767476
MSTRG.153	5982_t	3.69465758225926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.153	MSTRG.153.2	3.69465758225926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.154	MSTRG.154.1	2.15364319069592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.155	7333_t	1.17217121366592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.155	MSTRG.155.2	1.17217121366592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.156	8625_t	3.33306068729134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.157	14833_t	3.05293868500639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.158	MSTRG.158.1	24.747009414205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.159	374_t	3.71811996976663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.159	MSTRG.159.2	3.71811996976663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.16	907_t	2.36672063441927	8.20519849566145	8.9259345074753	3.80286559122823	7.5660154867634	1.85905998488331	10.7682159534796	1.32611752176909	2.6697698379007	0.896045792191955	3.71205141213075	1.84732879112963	11.2324046433215	0	0	2.03529245667093	2.45776694773544	5.15493949151844	16.8639125253992	6.17895016087137	6.66612137458269	3.84663170349181	7.20345385548634	11.0530706350278
MSTRG.160	11571_t	1.18336031720964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.160	MSTRG.160.2	1.18336031720964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.161	12176_t	1.76541433167753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.162	MSTRG.162.1	7.27690190365752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.162	12177_t	7.27690190365752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.163	3456_t	1.79209158438391	16.0855561192332	0	16.8486069649822	2.5839044437479	2.72883821387157	2.03529245667093	0.819255649245147	2.57746974575922	5.62130417513306	3.53082866335507	7.7771416036798	7.69326340698363	0	8.84245650802226	4.73344126883854	1.17217121366592	12.8930165107977	1.75516873441303	2.16171871050383	1.85905998488331	6.46092957208777	9.28282265238366	6.22946295510163
MSTRG.163	MSTRG.163.2	1.79209158438391	16.0855561192332	0	16.8486069649822	2.5839044437479	2.72883821387157	2.03529245667093	0.819255649245147	2.57746974575922	5.62130417513306	3.53082866335507	7.7771416036798	7.69326340698363	0	8.84245650802226	4.73344126883854	1.17217121366592	12.8930165107977	1.75516873441303	2.16171871050383	1.85905998488331	6.46092957208777	9.28282265238366	6.22946295510163
MSTRG.164	6235_t	1.08085935525191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.165	15032_t	1.10530706350278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.165	MSTRG.165.2	1.10530706350278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.166	MSTRG.166.1	8.99408668021289	200.3745266454	91.1036587859634	702.651391171171	119.371521033774	261.95777405016	617.71408558343	233.262071519518	179.510460650337	68.1590525197059	526.378506007682	538.19786562372	176.598741637066	111.393871828604	83.6527882542218	250.892821813747	266.030351202704	396.252025697306	394.538213096667	934.081456414867	301.08181626383	197.42336829708	358.833974369374	231.97227711833
MSTRG.167	5939_t	3.87585666562185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.167	MSTRG.167.2	3.87585666562185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.168	5940_t	1.77984655860046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.169	11756_t	0.585056244804343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.17	MSTRG.17.2	10.5924859900652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.17	15056_t	10.5924859900652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.170	7042_t	3.08719450949415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.171	2735_t	4.2957829095987	1.12426083502661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.172	15062_t	1.40405058041519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.173	10413_t	1.32611752176909	0.889923279300232	0	0	0.923664395564816	2.80810116083037	0	0.90961273795719	0	0.819255649245147	0.85915658191974	4.49704334010645	3.53082866335507	0	1.2822105678306	2.0581296729961	0	0	1.17217121366592	0	0.877584367206514	3.24257806575574	0	6.46092957208777
MSTRG.173	MSTRG.173.2	1.32611752176909	0.889923279300232	0	0	0.923664395564816	2.80810116083037	0	0.90961273795719	0	0.819255649245147	0.85915658191974	4.49704334010645	3.53082866335507	0	1.2822105678306	2.0581296729961	0	0	1.17217121366592	0	0.877584367206514	3.24257806575574	0	6.46092957208777
MSTRG.173	MSTRG.173.3	1.32611752176909	0.889923279300232	0	0	0.923664395564816	2.80810116083037	0	0.90961273795719	0	0.819255649245147	0.85915658191974	4.49704334010645	3.53082866335507	0	1.2822105678306	2.0581296729961	0	0	1.17217121366592	0	0.877584367206514	3.24257806575574	0	6.46092957208777
MSTRG.173	MSTRG.173.4	1.32611752176909	0.889923279300232	0	0	0.923664395564816	2.80810116083037	0	0.90961273795719	0	0.819255649245147	0.85915658191974	4.49704334010645	3.53082866335507	0	1.2822105678306	2.0581296729961	0	0	1.17217121366592	0	0.877584367206514	3.24257806575574	0	6.46092957208777
MSTRG.173	10415_t	1.32611752176909	0.889923279300232	0	0	0.923664395564816	2.80810116083037	0	0.90961273795719	0	0.819255649245147	0.85915658191974	4.49704334010645	3.53082866335507	0	1.2822105678306	2.0581296729961	0	0	1.17217121366592	0	0.877584367206514	3.24257806575574	0	6.46092957208777
MSTRG.174	MSTRG.174.1	0	0	0	0	0	0	0.889923279300232	0.896045792191955	0	0	0	2.5839044437479	0	0	0	0	2.24852167005322	0	1.11102022909711	0	1.02906483649805	0	0	0
MSTRG.175	10414_t	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.176	7218_t	1.63851129849029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.176	MSTRG.176.1	1.63851129849029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.176	7217_t	1.63851129849029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.177	15367_t	1.84732879112963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.177	MSTRG.177.2	1.84732879112963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.178	6667_t	3.23046478604389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.179	MSTRG.179.2	1.17217121366592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.179	6929_t	1.17217121366592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.18	8810_t	2.72883821387157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.18	MSTRG.18.2	2.72883821387157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.180	MSTRG.180.1	1.11102022909711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.180	4248_t	1.11102022909711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.181	MSTRG.181.1	13.229400968361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.181	1410_t	13.229400968361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.182	1411_t	14.848205648523	0	0	1.29195222187395	0	0	0	0	1.12426083502661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.182	MSTRG.182.2	14.848205648523	0	0	1.29195222187395	0	0	0	0	1.12426083502661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.183	2259_t	0.929529992441657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.184	12676_t	5.91680158604818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.185	9637_t	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.186	1343_t	0.90961273795719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.07682159534796	0	0	0	0	0	0	0
MSTRG.187	15291_t	3.58418316876782	0	0	0	0	0	0	0	0	0	0	1.11102022909711	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.188	6195_t	1.08085935525191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.188	MSTRG.188.2	1.08085935525191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.189	7127_t	4.42122825401113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.189	MSTRG.189.2	4.42122825401113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.19	7887_t	0.896045792191955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.190	7128_t	1.12426083502661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.191	13419_t	6.45976110936976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.192	8893_t	7.11938623440186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.192	MSTRG.192.2	7.11938623440186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.193	511_t	1.17011248960869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.194	MSTRG.194.1	1.02906483649805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.194	515_t	1.02906483649805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.195	13428_t	5.15493949151844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTRG.196	6323_t	2.80810116083037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
